Unnamed: 0,Energy Source,Region,Year,Energy Consumption
2806,Wind Consumption - TWh (zero filled),Asia,1978,0.0
2807,Wind Consumption - TWh (zero filled),Asia,1979,0.0
2808,Wind Consumption - TWh (zero filled),Asia,1980,0.0
2809,Wind Consumption - TWh (zero filled),Asia,1981,0.0
2810,Wind Consumption - TWh (zero filled),Asia,1982,0.0
2811,Wind Consumption - TWh (zero filled),Asia,1983,0.0
2812,Wind Consumption - TWh (zero filled),Asia,1984,0.0
2813,Wind Consumption - TWh (zero filled),Asia,1985,0.0
2814,Wind Consumption - TWh (zero filled),Asia,1986,0.0
2815,Wind Consumption - TWh (zero filled),Asia,1987,0.0
2816,Wind Consumption - TWh (zero filled),Asia,1988,0.0
2817,Wind Consumption - TWh (zero filled),Asia,1989,0.0
2818,Wind Consumption - TWh (zero filled),Asia,1990,0.098522499
2819,Wind Consumption - TWh (zero filled),Asia,1991,0.363706946
2820,Wind Consumption - TWh (zero filled),Asia,1992,0.652840555
2821,Wind Consumption - TWh (zero filled),Asia,1993,0.916196406
2822,Wind Consumption - TWh (zero filled),Asia,1994,1.709341049
2823,Wind Consumption - TWh (zero filled),Asia,1995,3.295817614
2824,Wind Consumption - TWh (zero filled),Asia,1996,2.888610363
2825,Wind Consumption - TWh (zero filled),Asia,1997,3.536096096
2826,Wind Consumption - TWh (zero filled),Asia,1998,4.311215401
2827,Wind Consumption - TWh (zero filled),Asia,1999,6.001977444
2828,Wind Consumption - TWh (zero filled),Asia,2000,7.045430183
2829,Wind Consumption - TWh (zero filled),Asia,2001,9.402443886
2830,Wind Consumption - TWh (zero filled),Asia,2002,10.12917423
2831,Wind Consumption - TWh (zero filled),Asia,2003,13.32398987
2832,Wind Consumption - TWh (zero filled),Asia,2004,23.48332214
2833,Wind Consumption - TWh (zero filled),Asia,2005,29.35216904
2834,Wind Consumption - TWh (zero filled),Asia,2006,45.6914711
2835,Wind Consumption - TWh (zero filled),Asia,2007,60.31357956
2836,Wind Consumption - TWh (zero filled),Asia,2008,91.66824341
2837,Wind Consumption - TWh (zero filled),Asia,2009,141.5235901
2838,Wind Consumption - TWh (zero filled),Asia,2010,216.3990631
2839,Wind Consumption - TWh (zero filled),Asia,2011,303.7643127
2840,Wind Consumption - TWh (zero filled),Asia,2012,395.0643616
2841,Wind Consumption - TWh (zero filled),Asia,2013,504.1836243
2842,Wind Consumption - TWh (zero filled),Asia,2014,571.7406616
2843,Wind Consumption - TWh (zero filled),Asia,2015,648.833374
2844,Wind Consumption - TWh (zero filled),Asia,2016,835.7451782
2845,Wind Consumption - TWh (zero filled),Asia,2017,1040.344727
2846,Wind Consumption - TWh (zero filled),Asia,2018,1232.037476
2847,Wind Consumption - TWh (zero filled),Asia,2019,1355.179565
2848,Wind Consumption - TWh (zero filled),Asia,2020,1520.194092
2849,Wind Consumption - TWh (zero filled),Asia,2021,2055.680176
2850,Wind Consumption - TWh (zero filled),Europe,1965,0.0
2851,Wind Consumption - TWh (zero filled),Europe,1966,0.0
2852,Wind Consumption - TWh (zero filled),Europe,1967,0.0
2853,Wind Consumption - TWh (zero filled),Europe,1968,0.0
2854,Wind Consumption - TWh (zero filled),Europe,1969,0.0
2855,Wind Consumption - TWh (zero filled),Europe,1970,0.0
2856,Wind Consumption - TWh (zero filled),Europe,1971,0.0
2857,Wind Consumption - TWh (zero filled),Europe,1972,0.0
2858,Wind Consumption - TWh (zero filled),Europe,1973,0.0
2859,Wind Consumption - TWh (zero filled),Europe,1974,0.0
2860,Wind Consumption - TWh (zero filled),Europe,1975,0.0
2861,Wind Consumption - TWh (zero filled),Europe,1976,0.0
2862,Wind Consumption - TWh (zero filled),Europe,1977,0.0
2863,Wind Consumption - TWh (zero filled),Europe,1978,0.008861111
2864,Wind Consumption - TWh (zero filled),Europe,1979,0.017750001
2865,Wind Consumption - TWh (zero filled),Europe,1980,0.031048333
2866,Wind Consumption - TWh (zero filled),Europe,1981,0.031048333
2867,Wind Consumption - TWh (zero filled),Europe,1982,0.054704167
2868,Wind Consumption - TWh (zero filled),Europe,1983,0.088995554
2869,Wind Consumption - TWh (zero filled),Europe,1984,0.112949722
2870,Wind Consumption - TWh (zero filled),Europe,1985,0.169739157
2871,Wind Consumption - TWh (zero filled),Europe,1986,0.395036668
2872,Wind Consumption - TWh (zero filled),Europe,1987,0.564202487
2873,Wind Consumption - TWh (zero filled),Europe,1988,0.974921405
2874,Wind Consumption - TWh (zero filled),Europe,1989,1.523996353
2875,Wind Consumption - TWh (zero filled),Europe,1990,2.30486083
2876,Wind Consumption - TWh (zero filled),Europe,1991,2.897927284
2877,Wind Consumption - TWh (zero filled),Europe,1992,4.539108753
2878,Wind Consumption - TWh (zero filled),Europe,1993,6.756226063
2879,Wind Consumption - TWh (zero filled),Europe,1994,8.809559822
2880,Wind Consumption - TWh (zero filled),Europe,1995,11.42290401
2881,Wind Consumption - TWh (zero filled),Europe,1996,14.27805519
2882,Wind Consumption - TWh (zero filled),Europe,1997,21.57270241
2883,Wind Consumption - TWh (zero filled),Europe,1998,33.03245163
2884,Wind Consumption - TWh (zero filled),Europe,1999,42.05967712
2885,Wind Consumption - TWh (zero filled),Europe,2000,66.26673889
2886,Wind Consumption - TWh (zero filled),Europe,2001,78.92657471
2887,Wind Consumption - TWh (zero filled),Europe,2002,106.2401428
2888,Wind Consumption - TWh (zero filled),Europe,2003,130.0774078
2889,Wind Consumption - TWh (zero filled),Europe,2004,172.1990814
2890,Wind Consumption - TWh (zero filled),Europe,2005,204.9933777
2891,Wind Consumption - TWh (zero filled),Europe,2006,238.0290375
2892,Wind Consumption - TWh (zero filled),Europe,2007,300.1906738
2893,Wind Consumption - TWh (zero filled),Europe,2008,340.9291687
2894,Wind Consumption - TWh (zero filled),Europe,2009,376.0796204
2895,Wind Consumption - TWh (zero filled),Europe,2010,417.8141479
2896,Wind Consumption - TWh (zero filled),Europe,2011,501.9176025
2897,Wind Consumption - TWh (zero filled),Europe,2012,573.56604
2898,Wind Consumption - TWh (zero filled),Europe,2013,655.654541
2899,Wind Consumption - TWh (zero filled),Europe,2014,694.612915
2900,Wind Consumption - TWh (zero filled),Europe,2015,827.9968872
2901,Wind Consumption - TWh (zero filled),Europe,2016,823.3269653
2902,Wind Consumption - TWh (zero filled),Europe,2017,975.5048218
2903,Wind Consumption - TWh (zero filled),Europe,2018,1015.198669
2904,Wind Consumption - TWh (zero filled),Europe,2019,1154.79895
2905,Wind Consumption - TWh (zero filled),Europe,2020,1284.850098
2906,Wind Consumption - TWh (zero filled),Europe,2021,1242.020996
2907,Wind Consumption - TWh (zero filled),North America,1965,0.0
2908,Wind Consumption - TWh (zero filled),North America,1966,0.0
2909,Wind Consumption - TWh (zero filled),North America,1967,0.0
2910,Wind Consumption - TWh (zero filled),North America,1968,0.0
2911,Wind Consumption - TWh (zero filled),North America,1969,0.0
2912,Wind Consumption - TWh (zero filled),North America,1970,0.0
2913,Wind Consumption - TWh (zero filled),North America,1971,0.0
2914,Wind Consumption - TWh (zero filled),North America,1972,0.0
2915,Wind Consumption - TWh (zero filled),North America,1973,0.0
2916,Wind Consumption - TWh (zero filled),North America,1974,0.0
2917,Wind Consumption - TWh (zero filled),North America,1975,0.0
2918,Wind Consumption - TWh (zero filled),North America,1976,0.0
2919,Wind Consumption - TWh (zero filled),North America,1977,0.0
2920,Wind Consumption - TWh (zero filled),North America,1978,0.0
2921,Wind Consumption - TWh (zero filled),North America,1979,0.0
2922,Wind Consumption - TWh (zero filled),North America,1980,0.0
2923,Wind Consumption - TWh (zero filled),North America,1981,0.0
2924,Wind Consumption - TWh (zero filled),North America,1982,0.0
2925,Wind Consumption - TWh (zero filled),North America,1983,0.007972222
2926,Wind Consumption - TWh (zero filled),North America,1984,0.019388888
2927,Wind Consumption - TWh (zero filled),North America,1985,0.020166667
2928,Wind Consumption - TWh (zero filled),North America,1986,0.015444444
2929,Wind Consumption - TWh (zero filled),North America,1987,0.013527778
2930,Wind Consumption - TWh (zero filled),North America,1988,0.005547222
2931,Wind Consumption - TWh (zero filled),North America,1989,6.31131649
2932,Wind Consumption - TWh (zero filled),North America,1990,8.337762833
2933,Wind Consumption - TWh (zero filled),North America,1991,8.822681427
2934,Wind Consumption - TWh (zero filled),North America,1992,8.802027702
2935,Wind Consumption - TWh (zero filled),North America,1993,9.160468102
2936,Wind Consumption - TWh (zero filled),North America,1994,10.50826454
2937,Wind Consumption - TWh (zero filled),North America,1995,9.669330597
2938,Wind Consumption - TWh (zero filled),North America,1996,9.882565498
2939,Wind Consumption - TWh (zero filled),North America,1997,10.06343269
2940,Wind Consumption - TWh (zero filled),North America,1998,9.291984558
2941,Wind Consumption - TWh (zero filled),North America,1999,13.9681263
2942,Wind Consumption - TWh (zero filled),North America,2000,17.66005135
2943,Wind Consumption - TWh (zero filled),North America,2001,21.15343285
2944,Wind Consumption - TWh (zero filled),North America,2002,31.948946
2945,Wind Consumption - TWh (zero filled),North America,2003,35.01656723
2946,Wind Consumption - TWh (zero filled),North America,2004,44.22449112
2947,Wind Consumption - TWh (zero filled),North America,2005,56.36219788
2948,Wind Consumption - TWh (zero filled),North America,2006,83.93533325
2949,Wind Consumption - TWh (zero filled),North America,2007,107.9634933
2950,Wind Consumption - TWh (zero filled),North America,2008,168.897995
2951,Wind Consumption - TWh (zero filled),North America,2009,229.1803436
2952,Wind Consumption - TWh (zero filled),North America,2010,293.8024597
2953,Wind Consumption - TWh (zero filled),North America,2011,368.4951477
2954,Wind Consumption - TWh (zero filled),North America,2012,432.6119995
2955,Wind Consumption - TWh (zero filled),North America,2013,506.3544922
2956,Wind Consumption - TWh (zero filled),North America,2014,551.9234009
2957,Wind Consumption - TWh (zero filled),North America,2015,617.894165
2958,Wind Consumption - TWh (zero filled),North America,2016,727.3032837
2959,Wind Consumption - TWh (zero filled),North America,2017,799.0690918
2960,Wind Consumption - TWh (zero filled),North America,2018,854.744873
2961,Wind Consumption - TWh (zero filled),North America,2019,923.3530273
2962,Wind Consumption - TWh (zero filled),North America,2020,1047.475586
2963,Wind Consumption - TWh (zero filled),North America,2021,1156.387085
2964,Wind Consumption - TWh (zero filled),Oceania,1965,0.0
2965,Wind Consumption - TWh (zero filled),Oceania,1966,0.0
2966,Wind Consumption - TWh (zero filled),Oceania,1967,0.0
2967,Wind Consumption - TWh (zero filled),Oceania,1968,0.0
2968,Wind Consumption - TWh (zero filled),Oceania,1969,0.0
2969,Wind Consumption - TWh (zero filled),Oceania,1970,0.0
2970,Wind Consumption - TWh (zero filled),Oceania,1971,0.0
2971,Wind Consumption - TWh (zero filled),Oceania,1972,0.0
2972,Wind Consumption - TWh (zero filled),Oceania,1973,0.0
2973,Wind Consumption - TWh (zero filled),Oceania,1974,0.0
2974,Wind Consumption - TWh (zero filled),Oceania,1975,0.0
2975,Wind Consumption - TWh (zero filled),Oceania,1976,0.0
2976,Wind Consumption - TWh (zero filled),Oceania,1977,0.0
2977,Wind Consumption - TWh (zero filled),Oceania,1978,0.0
2978,Wind Consumption - TWh (zero filled),Oceania,1979,0.0
2979,Wind Consumption - TWh (zero filled),Oceania,1980,0.0
2980,Wind Consumption - TWh (zero filled),Oceania,1981,0.0
2981,Wind Consumption - TWh (zero filled),Oceania,1982,0.0
2982,Wind Consumption - TWh (zero filled),Oceania,1983,0.0
2983,Wind Consumption - TWh (zero filled),Oceania,1984,0.0
2984,Wind Consumption - TWh (zero filled),Oceania,1985,0.0
2985,Wind Consumption - TWh (zero filled),Oceania,1986,0.0
2986,Wind Consumption - TWh (zero filled),Oceania,1987,0.0
2987,Wind Consumption - TWh (zero filled),Oceania,1988,0.0
2988,Wind Consumption - TWh (zero filled),Oceania,1989,0.0
2989,Wind Consumption - TWh (zero filled),Oceania,1990,0.0
2990,Wind Consumption - TWh (zero filled),Oceania,1991,0.0
2991,Wind Consumption - TWh (zero filled),Oceania,1992,0.002041667
2992,Wind Consumption - TWh (zero filled),Oceania,1993,0.008833334
2993,Wind Consumption - TWh (zero filled),Oceania,1994,0.01925
2994,Wind Consumption - TWh (zero filled),Oceania,1995,0.023694444
2995,Wind Consumption - TWh (zero filled),Oceania,1996,0.045305558
2996,Wind Consumption - TWh (zero filled),Oceania,1997,0.062362775
2997,Wind Consumption - TWh (zero filled),Oceania,1998,0.118485555
2998,Wind Consumption - TWh (zero filled),Oceania,1999,0.242452219
2999,Wind Consumption - TWh (zero filled),Oceania,2000,0.751690507
3000,Wind Consumption - TWh (zero filled),Oceania,2001,1.251462221
3001,Wind Consumption - TWh (zero filled),Oceania,2002,2.011173964
3002,Wind Consumption - TWh (zero filled),Oceania,2003,2.466819286
3003,Wind Consumption - TWh (zero filled),Oceania,2004,3.332736015
3004,Wind Consumption - TWh (zero filled),Oceania,2005,5.478958607
3005,Wind Consumption - TWh (zero filled),Oceania,2006,7.92250824
3006,Wind Consumption - TWh (zero filled),Oceania,2007,10.69400597
3007,Wind Consumption - TWh (zero filled),Oceania,2008,12.69277382
3008,Wind Consumption - TWh (zero filled),Oceania,2009,16.5166893
3009,Wind Consumption - TWh (zero filled),Oceania,2010,18.38037109
3010,Wind Consumption - TWh (zero filled),Oceania,2011,23.14295578
3011,Wind Consumption - TWh (zero filled),Oceania,2012,26.88247108
3012,Wind Consumption - TWh (zero filled),Oceania,2013,30.74508667
3013,Wind Consumption - TWh (zero filled),Oceania,2014,32.47727203
3014,Wind Consumption - TWh (zero filled),Oceania,2015,38.23248291
3015,Wind Consumption - TWh (zero filled),Oceania,2016,41.17409515
3016,Wind Consumption - TWh (zero filled),Oceania,2017,40.72263718
3017,Wind Consumption - TWh (zero filled),Oceania,2018,48.49597168
3018,Wind Consumption - TWh (zero filled),Oceania,2019,57.27270889
3019,Wind Consumption - TWh (zero filled),Oceania,2020,65.4253006
3020,Wind Consumption - TWh (zero filled),Oceania,2021,77.02965546
3021,Wind Consumption - TWh (zero filled),South America,1965,0.0
3022,Wind Consumption - TWh (zero filled),South America,1966,0.0
3023,Wind Consumption - TWh (zero filled),South America,1967,0.0
3024,Wind Consumption - TWh (zero filled),South America,1968,0.0
3025,Wind Consumption - TWh (zero filled),South America,1969,0.0
3026,Wind Consumption - TWh (zero filled),South America,1970,0.0
3027,Wind Consumption - TWh (zero filled),South America,1971,0.0
3028,Wind Consumption - TWh (zero filled),South America,1972,0.0
3029,Wind Consumption - TWh (zero filled),South America,1973,0.0
3030,Wind Consumption - TWh (zero filled),South America,1974,0.0
3031,Wind Consumption - TWh (zero filled),South America,1975,0.0
3032,Wind Consumption - TWh (zero filled),South America,1976,0.0
3033,Wind Consumption - TWh (zero filled),South America,1977,0.0
3034,Wind Consumption - TWh (zero filled),South America,1978,0.0
3035,Wind Consumption - TWh (zero filled),South America,1979,0.0
3036,Wind Consumption - TWh (zero filled),South America,1980,0.0
3037,Wind Consumption - TWh (zero filled),South America,1981,0.0
3038,Wind Consumption - TWh (zero filled),South America,1982,0.0
3039,Wind Consumption - TWh (zero filled),South America,1983,0.0
3040,Wind Consumption - TWh (zero filled),South America,1984,0.0
3041,Wind Consumption - TWh (zero filled),South America,1985,0.0
3042,Wind Consumption - TWh (zero filled),South America,1986,0.0
3043,Wind Consumption - TWh (zero filled),South America,1987,0.0
3044,Wind Consumption - TWh (zero filled),South America,1988,0.0
3045,Wind Consumption - TWh (zero filled),South America,1989,0.0
3046,Wind Consumption - TWh (zero filled),South America,1990,0.0
3047,Wind Consumption - TWh (zero filled),South America,1991,0.0
3048,Wind Consumption - TWh (zero filled),South America,1992,0.0
3049,Wind Consumption - TWh (zero filled),South America,1993,0.0
3050,Wind Consumption - TWh (zero filled),South America,1994,0.0
3051,Wind Consumption - TWh (zero filled),South America,1995,0.0
3052,Wind Consumption - TWh (zero filled),South America,1996,0.035540279
3053,Wind Consumption - TWh (zero filled),South America,1997,0.056756668
3054,Wind Consumption - TWh (zero filled),South America,1998,0.11247889
3055,Wind Consumption - TWh (zero filled),South America,1999,0.110538609
3056,Wind Consumption - TWh (zero filled),South America,2000,0.111118056
3057,Wind Consumption - TWh (zero filled),South America,2001,0.274652213
3058,Wind Consumption - TWh (zero filled),South America,2002,0.41925028
3059,Wind Consumption - TWh (zero filled),South America,2003,0.429733902
