rowid,Season,Team,Jersey Number,Full Name,First Name,Last Name,Year,Position,Games Played,Games Started,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,Goals Allowed,GAA,Saves,Save Percentage,otg,NCAA id
869,2023,Georgetown Hoyas,8,Chase Llewellyn,Chase,Llewellyn,Jr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2475491
870,2023,Georgetown Hoyas,32,Joe Cesare,Joe,Cesare,Fr,M,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798515
871,2023,Georgetown Hoyas,30,James Carretta,James,Carretta,Fr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798559
872,2023,Georgetown Hoyas,31,Luke Schlank,Luke,Schlank,Fr,GK,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,4:45,2,25.263,0,0.0,0,2798560
873,2023,Georgetown Hoyas,44,Cade Caggiano,Cade,Caggiano,So,ATT,2,0,1,0,1,2,0.5,1,0.5,0,0,0,2,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652439
874,2023,Georgetown Hoyas,50,Brendan Voelker,Brendan,Voelker,Jr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2475501
875,2023,Georgetown Hoyas,41,Henry Caponiti,Henry,Caponiti,Fr,ATT,2,0,1,0,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798566
876,2023,Georgetown Hoyas,28,Pierre Reeves,Pierre,Reeves,So,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652432
877,2023,Georgetown Hoyas,15,JoJo Dean,JoJo,Dean,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798556
878,2023,Georgetown Hoyas,39,John Dixon,John,Dixon,Jr,FO,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2475494
879,2023,Hampton Pirates,1,Steele Downing,Steele,Downing,Jr,M,14,4,6,2,8,23,0.261,13,0.565,0,0,0,9,14,0,0,0,0.0,2,120,0,0,,0,0.0,0,0.0,0,2682047
880,2023,Hampton Pirates,40,Matt Hunter,Matt,Hunter,Jr,D,14,1,1,1,2,1,1.0,1,1.0,0,0,0,22,6,10,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2682212
881,2023,Hampton Pirates,31,Dillon Bethea,Dillon,Bethea,Fr,D,14,9,0,0,0,0,0.0,0,0.0,0,0,0,18,13,12,0,0,0.0,4,240,0,0,,0,0.0,0,0.0,0,2828406
882,2023,Hampton Pirates,8,Andre Myers,Andre,Myers,Sr,ATT,14,14,9,6,15,36,0.25,23,0.639,1,1,0,21,9,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2331987
883,2023,Hampton Pirates,33,Lonnie Jones,Lonnie,Jones,Sr,ATT,14,12,10,4,14,45,0.222,20,0.444,0,0,0,14,13,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2145441
884,2023,Hampton Pirates,11,Ian Groom,Ian,Groom,Sr,FO,14,0,2,0,2,7,0.286,5,0.714,0,0,0,68,10,4,108,217,0.498,8,270,0,0,,0,0.0,0,0.0,0,2145439
885,2023,Hampton Pirates,24,Ethan Mitchell,Ethan,Mitchell,Jr,M,14,0,2,0,2,4,0.5,4,1.0,0,0,0,10,7,7,0,0,0.0,5,330,0,0,,0,0.0,0,0.0,0,2682193
886,2023,Hampton Pirates,48,Trevor Tran,Trevor,Tran,Fr,FO,14,0,0,0,0,4,0.0,4,1.0,0,0,0,24,1,1,52,137,0.38,1,30,0,0,,0,0.0,0,0.0,0,2828418
887,2023,Hampton Pirates,50,Dy-Jae Pearson,Dy-Jae,Pearson,Sr,D,14,14,4,0,4,9,0.444,6,0.667,0,0,0,57,26,37,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2119246
888,2023,Hampton Pirates,45,Kai Talley,Kai,Talley,Fr,M,14,0,9,4,13,34,0.265,18,0.529,0,7,0,5,10,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828415
889,2023,Hampton Pirates,18,Darius Stanley,Darius,Stanley,Fr,M,14,7,10,8,18,29,0.345,19,0.655,0,2,0,6,16,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828432
890,2023,Hampton Pirates,4,Jonathan Angel,Jonathan,Angel,Jr,ATT,13,10,4,2,6,17,0.235,11,0.647,0,0,0,7,19,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2682199
891,2023,Hampton Pirates,16,Myles Johnson,Myles,Johnson,Fr,LSM,13,0,0,0,0,0,0.0,0,0.0,0,0,0,11,5,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828409
892,2023,Hampton Pirates,0,Ellison Burt-Murray,Ellison,Burt-Murray,Jr,ATT,13,13,20,13,33,69,0.29,41,0.594,0,3,0,16,40,11,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2464683
893,2023,Hampton Pirates,42,Paxtin Powell,Paxtin,Powell,Sr,GK,13,13,0,1,1,0,0.0,0,0.0,0,0,0,16,10,3,0,0,0.0,1,60,13,13,616:02,186,18.116,126,0.404,0,1989439
894,2023,Hampton Pirates,27,Xavier Salley,Xavier,Salley,Jr,ATT,13,9,5,2,7,29,0.172,16,0.552,0,0,0,7,12,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682216
895,2023,Hampton Pirates,10,Craig Williams,Craig,Williams,Fr,M,12,2,2,0,2,12,0.167,4,0.333,0,0,0,3,3,0,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2828460
896,2023,Hampton Pirates,3,Jayden Price,Jayden,Price,Jr,M,12,0,1,0,1,7,0.143,4,0.571,0,0,0,17,9,4,0,0,0.0,4,240,0,0,,0,0.0,0,0.0,0,2682198
897,2023,Hampton Pirates,2,Jordan Brown,Jordan,Brown,Sr,ATT,11,4,7,1,8,20,0.35,17,0.85,0,2,0,11,3,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2145435
898,2023,Hampton Pirates,19,Taylor Whitt,Taylor,Whitt,So,D,11,10,0,0,0,0,0.0,0,0.0,0,0,0,11,7,6,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2682208
899,2023,Hampton Pirates,9,Nathan Turner,Nathan,Turner,Sr,M,10,0,0,0,0,1,0.0,0,0.0,0,0,0,10,4,2,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2331988
900,2023,Hampton Pirates,34,A.J. Knox,A.J.,Knox,Sr,ATT,10,6,4,2,6,19,0.211,12,0.632,0,0,0,5,16,1,0,0,0.0,2,120,0,0,,0,0.0,0,0.0,0,2354269
901,2023,Hampton Pirates,36,Canyon Steverson,Canyon,Steverson,Fr,M,9,0,0,1,1,9,0.0,4,0.444,0,0,0,3,4,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828435
902,2023,Hampton Pirates,15,Kimoni Greene,Kimoni,Greene,Jr,M,9,0,0,0,0,0,0.0,0,0.0,0,0,0,2,3,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682050
903,2023,Hampton Pirates,5,Demarieh Wesley,Demarieh,Wesley,Jr,D,9,6,0,0,0,0,0.0,0,0.0,0,0,0,4,5,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682236
904,2023,Hampton Pirates,6,Elijah Reaves,Elijah,Reaves,Jr,M,9,0,0,0,0,0,0.0,0,0.0,0,0,0,7,6,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682215
905,2023,Hampton Pirates,13,Marcus Greene,Marcus,Greene,Jr,M,8,0,0,0,0,0,0.0,0,0.0,0,0,0,9,4,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2682210
906,2023,Hampton Pirates,23,Dylan Robinson,Dylan,Robinson,So,M,8,0,1,1,2,8,0.125,3,0.375,0,0,0,3,7,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2682207
907,2023,Hampton Pirates,14,David Sadasivam,David,Sadasivam,Fr,GK,7,1,0,1,1,0,0.0,0,0.0,0,0,0,8,4,2,0,0,0.0,0,0,7,1,209:37,49,14.026,45,0.479,0,2828413
908,2023,Hampton Pirates,35,Amar'e Ford,Amar'e,Ford,Fr,D,7,0,0,0,0,0,0.0,0,0.0,0,0,0,2,3,0,0,1,0.0,1,30,0,0,,0,0.0,0,0.0,0,2828371
909,2023,Hampton Pirates,25,Ian Harvey-Thomas,Ian,Harvey-Thomas,Sr,D,6,1,0,0,0,0,0.0,0,0.0,0,0,0,3,1,1,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2828374
910,2023,Hampton Pirates,47,Kevin Wallace,Kevin,Wallace,Fr,M,6,0,0,0,0,0,0.0,0,0.0,0,0,0,2,1,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828446
911,2023,Hampton Pirates,30,Miles Fawcett,Miles,Fawcett,Sr,ATT,6,3,6,3,9,21,0.286,15,0.714,0,0,0,3,4,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2332007
912,2023,Hampton Pirates,46,David Jackson,David,Jackson,Fr,M,5,0,1,0,1,5,0.2,3,0.6,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828408
913,2023,Hampton Pirates,29,Julian Robinson,Julian,Robinson,Fr,M,4,0,0,0,0,2,0.0,1,0.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828428
914,2023,Hampton Pirates,7,William Bass,William,Bass,Sr,D,3,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2332008
915,2023,Hampton Pirates,39,Mason Howard,Mason,Howard,Fr,FO,3,0,0,0,0,0,0.0,0,0.0,0,0,0,3,1,0,4,5,0.8,0,0,0,0,,0,0.0,0,0.0,0,2828376
916,2023,Hampton Pirates,21,Owen James,Owen,James,Jr,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682213
917,2023,Hampton Pirates,26,Joshua Hughes,Joshua,Hughes,Fr,M,3,0,0,0,0,4,0.0,2,0.5,0,0,0,0,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828419
918,2023,Hampton Pirates,22,Ian Fisher,Ian,Fisher,Sr,D,3,1,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2145432
919,2023,Hampton Pirates,17,CJ Hyacinth,CJ,Hyacinth,So,M,3,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682206
920,2023,Hampton Pirates,37,Selassie Richardson,Selassie,Richardson,Jr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2828412
921,2023,Hampton Pirates,12,Miles Shaw,Miles,Shaw,So,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682049
922,2023,Hampton Pirates,28,Ryan Dallas,Ryan,Dallas,Jr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682205
923,2023,Hampton Pirates,44,Wilmer Leon IV,Wilmer,Leon IV,Jr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682214
924,2023,Hampton Pirates,20,Jacob Wilkerson,Jacob,Wilkerson,So,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2682209
925,2023,Harvard Crimson,29,Matt Barraco,Matt,Barraco,Fr,FO,12,0,1,0,1,3,0.333,2,0.667,0,0,0,17,4,0,57,119,0.479,1,30,0,0,,0,0.0,0,0.0,0,2799426
926,2023,Harvard Crimson,14,Collin Bergstrom,Collin,Bergstrom,So,D,12,11,0,0,0,0,0.0,0,0.0,0,0,0,16,2,15,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2652486
927,2023,Harvard Crimson,53,Logan Ip,Logan,Ip,Fr,M,12,0,5,6,11,24,0.208,15,0.625,0,0,0,9,6,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799414
928,2023,Harvard Crimson,13,Owen Gaffney,Owen,Gaffney,So,ATT,12,11,14,9,23,78,0.179,44,0.564,0,3,0,19,13,5,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2652475
929,2023,Harvard Crimson,10,Ray Dearth,Ray,Dearth,So,M,12,0,2,0,2,5,0.4,3,0.6,1,0,0,15,2,10,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2652474
930,2023,Harvard Crimson,41,Andrew Perry,Andrew,Perry,So,M,12,11,13,9,22,58,0.224,23,0.397,0,3,0,12,9,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652502
931,2023,Harvard Crimson,27,Miles Botkiss,Miles,Botkiss,So,ATT,12,10,13,6,19,56,0.232,37,0.661,1,3,0,10,7,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2652470
932,2023,Harvard Crimson,34,Thomas Martinson,Thomas,Martinson,So,D,12,5,0,0,0,1,0.0,0,0.0,0,0,0,8,2,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2652468
933,2023,Harvard Crimson,7,Sam King,Sam,King,So,ATT,12,11,31,25,56,93,0.333,48,0.516,1,1,0,31,15,6,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,1,2652467
934,2023,Harvard Crimson,8,Charlie Muller,Charlie,Muller,Fr,D,12,10,0,1,1,1,0.0,1,1.0,0,0,0,24,2,11,0,0,0.0,2,180,0,0,,0,0.0,0,0.0,0,2799386
935,2023,Harvard Crimson,24,Andrew DeGennaro,Andrew,DeGennaro,So,M,12,0,0,0,0,3,0.0,1,0.333,0,0,0,45,1,4,98,233,0.421,3,90,0,0,,0,0.0,0,0.0,0,2652487
936,2023,Harvard Crimson,37,Joe Dowling,Joe,Dowling,So,ATT,12,0,9,5,14,21,0.429,15,0.714,0,5,0,3,10,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652495
937,2023,Harvard Crimson,6,Hayden Cheek,Hayden,Cheek,Sr,ATT,12,11,18,6,24,53,0.34,34,0.642,0,4,0,23,11,6,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2121322
938,2023,Harvard Crimson,38,Chase Yager,Chase,Yager,Sr,SSDM,12,0,3,2,5,8,0.375,4,0.5,0,0,0,27,5,14,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2151319
939,2023,Harvard Crimson,11,Christian Barnard,Christian,Barnard,Jr,GK,12,10,2,0,2,4,0.5,3,0.75,1,0,0,35,7,0,0,0,0.0,0,0,12,9,663:52,144,13.015,125,0.465,0,2303158
940,2023,Harvard Crimson,21,Greg Campisi,Greg,Campisi,Jr,LSM,12,0,0,0,0,2,0.0,1,0.5,0,0,0,33,5,14,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2303159
941,2023,Harvard Crimson,46,Martin Nelson,Martin,Nelson,So,D,12,7,0,0,0,2,0.0,1,0.5,0,0,0,30,3,5,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2652501
942,2023,Harvard Crimson,23,Isaiah Dawson,Isaiah,Dawson,Sr,M,11,0,1,1,2,8,0.125,3,0.375,0,0,0,1,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2121230
943,2023,Harvard Crimson,9,Andrew O'Berry,Andrew,O'Berry,So,M,11,0,1,3,4,7,0.143,3,0.429,0,0,0,15,3,2,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2652469
944,2023,Harvard Crimson,39,Owen Guest,Owen,Guest,Fr,M,11,0,0,0,0,3,0.0,3,1.0,0,0,0,5,1,7,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799410
945,2023,Harvard Crimson,3,Nick Loring,Nick,Loring,Sr,M,11,1,10,4,14,29,0.345,19,0.655,0,0,0,10,10,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2121268
946,2023,Harvard Crimson,26,Teddy Malone,Teddy,Malone,Fr,ATT,11,9,18,6,24,50,0.36,35,0.7,0,0,0,10,13,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799387
947,2023,Harvard Crimson,33,Vince Cresci,Vince,Cresci,So,LSM,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652492
948,2023,Harvard Crimson,49,John Aurandt IV,John,Aurandt IV,Fr,ATT,8,1,3,1,4,12,0.25,7,0.583,0,0,0,1,0,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799413
949,2023,Harvard Crimson,45,Chase Strupp,Chase,Strupp,Sr,D,8,0,0,0,0,1,0.0,0,0.0,0,0,0,4,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2121301
950,2023,Harvard Crimson,22,Tommy Joyce,Tommy,Joyce,Sr,D,8,0,0,0,0,1,0.0,1,1.0,0,0,0,9,6,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2121265
951,2023,Harvard Crimson,52,Sean Jordan,Sean,Jordan,Fr,LSM,6,0,0,0,0,1,0.0,1,1.0,0,0,0,3,0,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2799397
952,2023,Harvard Crimson,43,Lucas Hilsenrath,Lucas,Hilsenrath,So,ATT,6,0,1,3,4,7,0.143,5,0.714,0,0,0,6,6,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652498
953,2023,Harvard Crimson,1,Graham Blake,Graham,Blake,Jr,ATT,5,0,4,0,4,14,0.286,8,0.571,1,1,0,2,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303143
954,2023,Harvard Crimson,42,Griffin Pokorny,Griffin,Pokorny,Fr,M,5,0,1,0,1,4,0.25,4,1.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799411
955,2023,Harvard Crimson,25,Mark Stephens,Mark,Stephens,Jr,M,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303163
956,2023,Harvard Crimson,2,Joey Graham,Joey,Graham,So,ATT,4,1,0,0,0,1,0.0,1,1.0,0,0,0,1,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652497
957,2023,Harvard Crimson,36,Jake Brownley,Jake,Brownley,So,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652472
958,2023,Harvard Crimson,28,Ollie Hollo,Ollie,Hollo,Sr,LSM,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2121261
959,2023,Harvard Crimson,55,Francisco Cortes,Francisco,Cortes,Fr,M,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799416
960,2023,Harvard Crimson,5,Bryn Evans,Bryn,Evans,Sr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,1983453
961,2023,Harvard Crimson,20,Zach Hobbes,Zach,Hobbes,Sr,M,2,0,0,0,0,1,0.0,1,1.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2121237
962,2023,Harvard Crimson,44,George Alvarez,George,Alvarez,So,GK,2,1,0,1,1,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,2,1,21:13,7,19.796,4,0.364,0,2652465
963,2023,Harvard Crimson,32,Jack Bill,Jack,Bill,Sr,,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2837628
964,2023,Harvard Crimson,48,Elijah Cohen,Elijah,Cohen,So,M,2,0,0,0,0,1,0.0,1,1.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652491
965,2023,Harvard Crimson,47,Max Ewald,Max,Ewald,So,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652496
966,2023,Harvard Crimson,31,Fred Asare-Konadu,Fred,Asare-Konadu,Jr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2354397
967,2023,Harvard Crimson,30,Jaden Jernigan,Jaden,Jernigan,So,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652466
968,2023,Harvard Crimson,35,Adam Blind,Adam,Blind,Fr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,41:20,10,14.516,7,0.412,0,2799440
969,2023,Harvard Crimson,18,Finn Leschly,Finn,Leschly,So,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652500
970,2023,High Point Panthers,26,Michael Ippolito,Michael,Ippolito,Sr,ATT,17,13,20,12,32,67,0.299,35,0.522,0,3,0,16,23,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2118982
971,2023,High Point Panthers,55,Brayden Mayea,Brayden,Mayea,Jr,ATT,17,17,45,17,62,102,0.441,63,0.618,5,2,0,47,19,17,1,1,1.0,11,660,0,0,,0,0.0,0,0.0,0,2479707
972,2023,High Point Panthers,46,Peter St.Geme,Peter,St.Geme,Sr,M,17,0,0,1,1,2,0.0,1,0.5,0,0,0,27,5,14,0,0,0.0,8,360,0,0,,0,0.0,0,0.0,0,1994250
973,2023,High Point Panthers,28,Jaxson Lamb,Jaxson,Lamb,Sr,M,17,17,25,6,31,58,0.431,39,0.672,0,3,0,5,15,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2324338
974,2023,High Point Panthers,20,Hunter Vines,Hunter,Vines,Sr,M,17,17,11,20,31,61,0.18,39,0.639,0,0,0,11,17,2,0,0,0.0,4,120,0,0,,0,0.0,0,0.0,0,2119013
975,2023,High Point Panthers,29,Henry Mudlaff,Henry,Mudlaff,Sr,M,17,0,2,1,3,10,0.2,5,0.5,0,0,0,39,5,6,0,0,0.0,5,330,0,0,,0,0.0,0,0.0,0,2306249
976,2023,High Point Panthers,53,Collin Hoben,Collin,Hoben,Sr,FO,17,0,2,2,4,6,0.333,3,0.5,0,0,0,123,8,3,212,384,0.552,3,120,0,0,,0,0.0,0,0.0,0,2324213
977,2023,High Point Panthers,17,Jack Sawyer,Jack,Sawyer,Jr,ATT,17,4,20,12,32,84,0.238,45,0.536,2,1,0,8,17,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2669479
978,2023,High Point Panthers,9,Nick Rizzo,Nick,Rizzo,Jr,M,17,8,17,16,33,78,0.218,45,0.577,0,0,0,12,24,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2479701
979,2023,High Point Panthers,40,Parker Green,Parker,Green,Sr,GK,17,17,0,0,0,1,0.0,1,1.0,0,0,0,39,13,8,0,0,0.0,0,0,17,17,881:29,190,12.933,157,0.452,0,2324226
980,2023,High Point Panthers,16,Tyler Baird,Tyler,Baird,Sr,M,17,1,0,1,1,4,0.0,1,0.25,0,0,0,18,7,6,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2324230
981,2023,High Point Panthers,60,Zack Brenfleck,Zack,Brenfleck,So,D,17,16,0,0,0,0,0.0,0,0.0,0,0,0,18,5,9,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2669466
982,2023,High Point Panthers,4,Grant Ammann,Grant,Ammann,Sr,D,17,17,2,0,2,11,0.182,6,0.545,0,0,0,55,13,38,0,1,0.0,6,270,0,0,,0,0.0,0,0.0,0,1992588
983,2023,High Point Panthers,13,Jack Vanoverbeke,Jack,Vanoverbeke,Jr,ATT,17,17,37,41,78,112,0.33,59,0.527,2,3,0,28,36,2,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2479680
984,2023,High Point Panthers,31,Jakob Joy,Jakob,Joy,Jr,D,16,6,0,0,0,0,0.0,0,0.0,0,0,0,15,1,6,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2479691
985,2023,High Point Panthers,7,Alex Albertson,Alex,Albertson,Sr,M,16,8,0,0,0,1,0.0,0,0.0,0,0,0,9,3,5,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2479676
986,2023,High Point Panthers,14,CONOR GUILTINAN,CONOR,GUILTINAN,Jr,D,16,2,1,1,2,1,1.0,1,1.0,0,0,0,6,1,10,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2487529
987,2023,High Point Panthers,43,Luca Accardo,Luca,Accardo,Fr,FO,16,0,1,1,2,1,1.0,1,1.0,0,0,0,19,1,2,38,81,0.469,1,30,0,0,,0,0.0,0,0.0,0,2798931
988,2023,High Point Panthers,23,Nick Murphy,Nick,Murphy,Sr,M,16,0,11,3,14,32,0.344,20,0.625,0,3,0,5,2,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2324222
989,2023,High Point Panthers,15,Colin Cooke,Colin,Cooke,Jr,M,15,8,11,5,16,41,0.268,19,0.463,0,0,0,4,10,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2479697
990,2023,High Point Panthers,25,Spalding Hall,Spalding,Hall,So,M,15,0,0,0,0,2,0.0,1,0.5,0,0,0,7,1,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2669456
991,2023,High Point Panthers,62,Miles Blenman,Miles,Blenman,So,DM,13,0,0,0,0,0,0.0,0,0.0,0,0,0,2,2,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2669467
992,2023,High Point Panthers,37,Isiah Moran-Weekes,Isiah,Moran-Weekes,So,ATT,13,0,13,0,13,25,0.52,19,0.76,0,1,0,6,5,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2669434
993,2023,High Point Panthers,1,Jack Simon,Jack,Simon,Sr,D,12,0,0,0,0,1,0.0,1,1.0,0,0,0,2,0,1,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2324255
